data_point,predicted,difference,hit,
14.4,8.46896,5.93104,0,
14.4,8.56965,5.83035,0,
13.9,8.67002,5.22998,0,
15,8.77005,6.22995,0,
14.4,8.86917,5.53083,0,
12.2,8.96795,3.23205,0,
12.8,9.06655,3.73345,0,
11.7,9.16373,2.53627,0,
11.7,9.26008,2.43992,0,
11.7,9.35495,2.34505,0,
10.6,9.44857,1.15143,0,
11.1,9.54175,1.55825,0,
9.4,9.63382,0.233823,1,
9.4,9.72562,0.325617,1,
9.4,9.81625,0.416246,1,
9.4,9.90605,0.506051,1,
10,9.99533,0.00466919,1,
10,10.0844,0.0844421,1,
10,10.1725,0.172516,1,
11.1,10.2596,0.840409,1,
11.1,10.3463,0.753699,1,
13.3,10.4335,2.86648,0,
13.3,10.5212,2.77877,0,
13.3,10.6103,2.68974,0,
12.8,10.6996,2.10037,0,
13.3,10.7881,2.51191,0,
13.3,10.8753,2.42473,0,
13.9,10.9615,2.93849,0,
14.4,11.0471,3.35294,0,
14.4,11.1317,3.26832,0,
14.4,11.2154,3.1846,0,
14.4,11.2979,3.10215,0,
12.8,11.3794,1.42062,0,
12.2,11.46,0.740033,1,
13.3,11.5388,1.76124,0,
12.2,11.6141,0.58588,1,
12.2,11.6877,0.51226,1,
11.7,11.7598,0.0597858,1,
11.7,11.8299,0.129913,1,
11.1,11.8989,0.798881,1,
11.1,11.9667,0.86674,1,
11.7,12.0335,0.333531,1,
11.7,12.1,0.400041,1,
11.7,12.166,0.465971,1,
11.1,12.2324,1.13235,0,
10.6,12.2992,1.69917,0,
11.1,12.3655,1.26552,0,
11.1,12.4309,1.33093,0,
12.2,12.4957,0.295724,1,
12.2,12.5599,0.359862,1,
12.2,12.6244,0.424368,1,
13.3,12.6893,0.610739,1,
12.8,12.7545,0.0454969,1,
13.9,12.818,1.08202,1,
14.4,12.8797,1.52027,0,
14.4,12.9398,1.46016,0,
16.7,13,3.69998,0,
16.7,13.0599,3.64012,0,
15,13.1214,1.87859,0,
14,13.1841,0.81588,1,
13.9,13.2461,0.653874,1,
13.3,13.3058,0.00581264,1,
12.8,13.3632,0.563223,1,
13.3,13.4185,0.118502,1,
12.2,13.4729,1.27285,0,
12.2,13.5275,1.32755,0,
12.2,13.58,1.37997,0,
11.7,13.6314,1.93141,0,
12.2,13.6819,1.48186,0,
12.2,13.7307,1.53071,0,
11.7,13.7785,2.07853,0,
10,13.8251,3.82515,0,
10,13.8701,3.8701,0,
10,13.9117,3.9117,0,
11.7,13.9499,2.24993,0,
12.2,13.9847,1.78475,0,
12,14.0188,2.01882,0,
11.7,14.0531,2.35309,0,
11.7,14.0869,2.3869,0,
12,14.12,2.11997,0,
12,14.151,2.15102,0,
12.8,14.1803,1.38035,0,
12.8,14.2079,1.4079,0,
12.8,14.2345,1.43448,0,
12,14.26,2.26003,0,
11.7,14.2845,2.58451,0,
12,14.3056,2.3056,0,
11.7,14.323,2.62301,0,
12.2,14.3349,2.13492,0,
13.9,14.3411,0.441088,1,
15.6,14.3438,1.2562,0,
15.6,14.3473,1.25275,0,
13.3,14.3528,1.05277,1,
12.8,14.3603,1.56027,0,
12.2,14.3683,2.16826,0,
12.2,14.3749,2.17493,0,
12.2,14.3809,2.18086,0,
12.2,14.3861,2.18608,0,
12.2,14.3906,2.1906,0,
11.7,14.3949,2.69495,0,
10,14.3986,4.39862,0,
10.6,14.401,3.80104,0,
10,14.4008,4.40076,0,
10,14.4004,4.40038,0,
9.4,14.3992,4.99917,0,
9.4,14.3972,4.99717,0,
10,14.3918,4.3918,0,
8.9,14.3826,5.4826,0,
8.9,14.3706,5.47061,0,
9,14.3549,5.35486,0,
10,14.3354,4.33544,0,
10.6,14.3122,3.71224,0,
11.1,14.2866,3.18658,0,
11.1,14.2584,3.15839,0,
11.7,14.2284,2.52836,0,
12.2,14.1965,1.99655,0,
12,14.1647,2.16471,0,
11.7,14.1339,2.43387,0,
11,14.1034,3.10339,0,
11,14.0732,3.07325,0,
11,14.0419,3.0419,0,
10.6,14.0068,3.40682,0,
11,13.9666,2.96657,0,
10.6,13.9208,3.32076,0,
12,13.8716,1.8716,0,
13,13.8206,0.820573,1,
13.3,13.7704,0.470408,1,
13.3,13.7236,0.423615,1,
12.8,13.6801,0.880052,1,
12.8,13.6396,0.839579,1,
12.8,13.6021,0.802065,1,
12.8,13.568,0.76803,1,
12.2,13.5395,1.33954,0,
11.1,13.5156,2.41562,0,
11.1,13.495,2.39498,0,
11.1,13.4759,2.37593,0,
10.6,13.4592,2.85924,0,
10.6,13.4449,2.84485,0,
9.4,13.4312,4.03116,0,
9.4,13.4196,4.01963,0,
9.4,13.4084,4.00843,0,
9.4,13.3974,3.99741,0,
8.9,13.3852,4.4852,0,
10,13.371,3.37101,0,
9.4,13.3535,3.95345,0,
10,13.3343,3.33432,0,
10.6,13.3119,2.7119,0,
11,13.2865,2.28652,0,
10,13.2595,3.25951,0,
11,13.232,2.23199,0,
10.6,13.2034,2.6034,0,
10,13.1754,3.17539,0,
11,13.1473,2.14731,0,
10,13.1188,3.11879,0,
10,13.0909,3.09088,0,
10,13.0625,3.06254,0,
10,13.0317,3.0317,0,
10,12.9957,2.99571,0,
11,12.9548,1.95485,0,
10.6,12.9094,2.30935,0,
10.6,12.8611,2.26113,0,
13.3,12.8097,0.490311,1,
13.9,12.7552,1.14479,0,
16.1,12.7016,3.39838,0,
16.1,12.6529,3.4471,0,
14.4,12.6144,1.78562,0,
13.3,12.5857,0.714282,1,
13.3,12.5636,0.736409,1,
12.8,12.5454,0.254591,1,
12.8,12.531,0.269008,1,
12.2,12.5221,0.322111,1,
12.2,12.5185,0.318537,1,
11.1,12.5201,1.42005,0,
11.1,12.5265,1.42645,0,
11.1,12.5358,1.43583,0,
10,12.5462,2.54624,0,
9.4,12.5586,3.15864,0,
9.4,12.5699,3.16994,0,
9.4,12.5781,3.17806,0,
8.3,12.5825,4.28245,0,
8.9,12.585,3.68498,0,
9,12.5819,3.58194,0,
8.9,12.5754,3.67541,0,
9,12.5667,3.56674,0,
9,12.5541,3.5541,0,
9,12.5396,3.53962,0,
8.9,12.5234,3.62338,0,
8.9,12.5055,3.60545,0,
9,12.4857,3.48573,0,
9,12.4643,3.46429,0,
10,12.4396,2.43963,0,
10,12.4126,2.4126,0,
11.1,12.3853,1.2853,0,
14.4,12.3537,2.0463,0,
16.7,12.3182,4.38181,0,
17.2,12.2815,4.9185,0,
17.2,12.2483,4.95168,0,
17.2,12.2227,4.97732,0,
17.2,12.2076,4.99237,0,
16.7,12.2027,4.49726,0,
14.4,12.2076,2.19244,0,
12.8,12.2206,0.579371,1,
12.8,12.2368,0.5632,1,
12.2,12.2514,0.0514002,1,
12.2,12.2673,0.0672741,1,
12.2,12.2844,0.0843945,1,
11.1,12.3027,1.20273,0,
11.1,12.3244,1.22442,0,
10.6,12.3479,1.74794,0,
8.9,12.3732,3.47322,0,
7.8,12.3991,4.59907,0,
8.9,12.424,3.52401,0,
8.9,12.4445,3.54446,0,
8.3,12.4629,4.16286,0,
6.7,12.4795,5.77951,0,
7.8,12.493,4.69298,0,
8.3,12.4999,4.1999,0,
10.6,12.503,1.90304,0,
12.2,12.5039,0.303948,1,
12.2,12.5079,0.307903,1,
12.2,12.5188,0.318826,1,
12.8,12.5364,0.263645,1,
13.3,12.558,0.741961,1,
13.9,12.5837,1.3163,0,
14.4,12.6108,1.7892,0,
13.9,12.6353,1.26471,0,
13.9,12.6535,1.24649,0,
13.9,12.6636,1.23643,0,
12.8,12.6659,0.13409,1,
12.8,12.661,0.139029,1,
12.2,12.6462,0.44625,1,
12.2,12.6234,0.423399,1,
11.7,12.598,0.897951,1,
11.7,12.5749,0.874861,1,
12.2,12.5539,0.353901,1,
11.7,12.5349,0.834867,1,
10.6,12.5176,1.91756,0,
8.9,12.5018,3.6018,0,
8.9,12.4855,3.58546,0,
7.8,12.4644,4.6644,0,
7.8,12.4401,4.64007,0,
8.3,12.4139,4.11387,0,
7.8,12.3885,4.58847,0,
8,12.3625,4.36251,0,
8.3,12.3348,4.0348,0,
8.3,12.3073,4.00735,0,
10.6,12.2847,1.6847,0,
11.1,12.2639,1.16395,0,
11.1,12.2497,1.14967,0,
11.7,12.2372,0.537242,1,
12.2,12.222,0.021966,1,
12.8,12.207,0.593031,1,
13.3,12.1922,1.10783,0,
13.9,12.1775,1.72253,0,
14.4,12.1657,2.2343,0,
14.4,12.1549,2.24507,0,
14.4,12.1452,2.2548,0,
14.4,12.1377,2.26233,0,
12.8,12.1322,0.667783,1,
12.8,12.1287,0.671314,1,
13.3,12.124,1.17604,0,
13.3,12.1181,1.18188,0,
13.3,12.1145,1.18554,0,
12.2,12.1129,0.0871067,1,
11.7,12.1133,0.41334,1,
11.7,12.1125,0.412463,1,
10,12.1104,2.11041,0,
10.6,12.1073,1.5073,0,
8.9,12.1024,3.20238,0,
8.9,12.1019,3.2019,0,
9.4,12.1008,2.70078,0,
9.4,12.102,2.70196,0,
10.6,12.1067,1.50669,0,
11,12.1134,1.11339,0,
11.1,12.1267,1.02669,0,
11.7,12.1467,0.446695,1,
12.8,12.1725,0.627503,1,
12.8,12.2065,0.593472,1,
12,12.2421,0.24209,1,
12.2,12.2778,0.077796,1,
12.8,12.3137,0.486264,1,
13,12.3469,0.653137,1,
12.8,12.3775,0.422465,1,
13,12.4061,0.593944,1,
13.3,12.4296,0.870353,1,
13.3,12.4471,0.852922,1,
13.9,12.4575,1.44251,0,
13.9,12.4615,1.43855,0,
14,12.4639,1.53615,0,
13.3,12.4648,0.835192,1,
13.3,12.4712,0.828798,1,
13.9,12.4779,1.42206,0,
12.8,12.4816,0.318357,1,
12.8,12.4869,0.313059,1,
12.8,12.4893,0.310669,1,
12.8,12.4925,0.307483,1,
13,12.4964,0.503562,1,
12.8,12.501,0.298952,1,
12.2,12.5125,0.312525,1,
12,12.5286,0.528553,1,
12.2,12.5539,0.353896,1,
12.2,12.5877,0.38773,1,
12.2,12.628,0.427991,1,
12,12.6743,0.674253,1,
12,12.7225,0.72252,1,
12,12.7716,0.771556,1,
12.2,12.8211,0.62114,1,
12.2,12.8682,0.66818,1,
11,12.913,1.91297,0,
11.1,12.9557,1.85573,0,
11,12.9904,1.99038,0,
11.7,13.0178,1.31784,0,
10.6,13.0383,2.43827,0,
11.1,13.0545,1.9545,0,
11.7,13.0631,1.36312,0,
12.2,13.0664,0.866373,1,
12.2,13.0667,0.86667,1,
13.3,13.0688,0.231189,1,
13.3,13.068,0.231983,1,
13.9,13.0645,0.83545,1,
13.3,13.0583,0.241677,1,
14.4,13.0545,1.34548,0,
14.4,13.0529,1.34712,0,
14.4,13.0532,1.34681,0,
13.9,13.0599,0.840099,1,
13,13.0724,0.072402,1,
13.3,13.0855,0.214498,1,
13.3,13.0992,0.200824,1,
13.9,13.1134,0.786597,1,
13.3,13.1282,0.171839,1,
13.3,13.1434,0.156587,1,
13.3,13.1591,0.140897,1,
12.8,13.1752,0.375163,1,
13.3,13.1915,0.108512,1,
12.8,13.208,0.407978,1,
12.8,13.2245,0.42452,1,
12.8,13.241,0.440993,1,
12.8,13.2573,0.457305,1,
12.8,13.2733,0.473346,1,
12.8,13.289,0.48904,1,
12.2,13.3109,1.11093,0,
12.2,13.3381,1.13812,0,
12,13.3664,1.36642,0,
13,13.3933,0.393275,1,
12.2,13.422,1.22195,0,
12.8,13.4557,0.655676,1,
13,13.4874,0.487375,1,
13,13.5171,0.517105,1,
12.2,13.5452,1.34518,0,
12.2,13.5719,1.37186,0,
12,13.5923,1.5923,0,
13,13.6071,0.607129,1,
12.8,13.6162,0.816175,1,
12,13.6213,1.62132,0,
12,13.623,1.623,0,
12.2,13.6153,1.41533,0,
12,13.6042,1.60419,0,
12,13.5907,1.59066,0,
12.8,13.5742,0.774164,1,
12,13.555,1.55497,0,
13,13.5395,0.539474,1,
12.2,13.5211,1.32105,0,
12.2,13.506,1.30604,0,
14.4,13.4887,0.911294,1,
14.4,13.4693,0.930743,1,
15.6,13.453,2.14701,0,
15.6,13.4394,2.16057,0,
15,13.4368,1.56323,0,
15,13.4438,1.55623,0,
15,13.4569,1.54308,0,
13.9,13.4755,0.424517,1,
13.9,13.4987,0.401259,1,
13.3,13.5243,0.224281,1,
13.3,13.5519,0.251897,1,
13,13.5822,0.582231,1,
13,13.6096,0.60965,1,
12.8,13.6393,0.839272,1,
13,13.666,0.666035,1,
13.3,13.6902,0.390189,1,
13,13.7121,0.712119,1,
12.8,13.7374,0.937351,1,
13,13.7656,0.765592,1,
13,13.7974,0.797394,1,
13.3,13.826,0.526035,1,
13.3,13.852,0.551968,1,
13,13.8821,0.882133,1,
13.3,13.9162,0.616151,1,
13.3,13.9529,0.652887,1,
13,13.993,0.99298,1,
13,14.0362,1.03619,1,
12.8,14.0759,1.27586,0,
13,14.1191,1.11906,0,
13,14.1536,1.15363,0,
12,14.187,2.18701,0,
12.2,14.2193,2.01932,0,
12.8,14.2409,1.44094,0,
13.3,14.2541,0.954065,1,
13.3,14.2534,0.953438,1,
14.4,14.2472,0.152846,1,
14,14.2384,0.238423,1,
14.4,14.2275,0.172486,1,
15.6,14.2147,1.38535,0,
15,14.2065,0.793466,1,
15.6,14.2087,1.39134,0,
15,14.2134,0.786623,1,
15,14.2266,0.773438,1,
14.4,14.2407,0.159268,1,
13.3,14.2557,0.955701,1,
13.3,14.2713,0.97131,1,
12.8,14.2874,1.48742,0,
12.8,14.3039,1.50394,0,
12.2,14.3139,2.11392,0,
12.2,14.3181,2.11808,0,
11.7,14.3142,2.61425,0,
11.7,14.3033,2.60328,0,
11.1,14.2836,3.18363,0,
10,14.2563,4.2563,0,
10.6,14.2193,3.61932,0,
10,14.1686,4.16861,0,
10,14.1086,4.10861,0,
10,14.0375,4.03753,0,
11.1,13.9566,2.8566,0,
11,13.8728,2.87276,0,
11.1,13.7908,2.69076,0,
11,13.7099,2.70989,0,
11.1,13.6351,2.53509,0,
10.6,13.5642,2.96418,0,
11,13.4944,2.49439,0,
10.6,13.4164,2.81643,0,
11,13.3334,2.33337,0,
11.1,13.244,2.14398,0,
11.1,13.1511,2.05114,0,
11.7,13.0559,1.35587,0,
12,12.9521,0.952086,1,
12.2,12.8505,0.650492,1,
13.3,12.7504,0.549555,1,
13.3,12.6578,0.64218,1,
15.6,12.5711,3.02893,0,
15,12.4889,2.51112,0,
15,12.4253,2.57467,0,
13.9,12.3748,1.52523,0,
12.8,12.3425,0.457512,1,
12.8,12.3204,0.479599,1,
11.7,12.3021,0.602093,1,
11.1,12.2869,1.18693,0,
10.6,12.2768,1.67681,0,
10.6,12.2649,1.66488,0,
10,12.2518,2.25177,0,
10,12.243,2.24305,0,
10,12.232,2.23204,0,
8.3,12.2221,3.92205,0,
7.8,12.2129,4.41293,0,
8,12.1957,4.1957,0,
8.9,12.1635,3.26346,0,
8.9,12.1199,3.21991,0,
8.3,12.0709,3.77094,0,
8.9,12.0178,3.11783,0,
9.4,11.9575,2.55755,0,
10,11.8968,1.89684,0,
11.7,11.8364,0.136427,1,
12.8,11.7815,1.0185,1,
12.8,11.739,1.06096,0,
13.9,11.7064,2.1936,0,
14.4,11.6876,2.71238,0,
15.6,11.6835,3.91652,0,
16.1,11.688,4.41196,0,
17.2,11.707,5.49298,0,
17.2,11.7415,5.45849,0,
17.2,11.7956,5.40439,0,
15,11.851,3.14896,0,
13.3,11.9107,1.3893,0,
13.3,11.9619,1.33813,0,
12.8,12.0022,0.797759,1,
12.8,12.0417,0.758333,1,
11.1,12.0732,0.973216,0,
11.1,12.0984,0.998405,0,
10.6,12.1194,1.51935,0,
9.4,12.1394,2.7394,0,
10.6,12.1558,1.55583,0,
11.7,12.1657,0.465723,1,
10,12.1768,2.17684,0,
8.9,12.1978,3.29781,0,
8.9,12.224,3.32403,0,
9.4,12.2511,2.85115,0,
9.4,12.2779,2.87793,0,
10,12.3024,2.30236,0,
9.4,12.3248,2.92481,0,
9.4,12.3523,2.95232,0,
10,12.3773,2.37733,0,
10.6,12.3975,1.79749,0,
10.6,12.4137,1.81371,0,
11.1,12.4199,1.31993,0,
12.8,12.4181,0.38194,1,
12.2,12.4067,0.206657,1,
13.3,12.3888,0.911188,1,
13.3,12.3627,0.937284,1,
13.9,12.3229,1.57712,0,
13.9,12.2686,1.63141,0,
13.3,12.2051,1.09491,0,
12.8,12.1339,0.666095,1,
12.2,12.0528,0.147229,1,
12.2,11.9689,0.231065,1,
11.7,11.8921,0.192081,1,
10,11.8206,1.82056,0,
10,11.7605,1.7605,0,
9.4,11.6984,2.29841,0,
8.9,11.6401,2.74006,0,
9.4,11.5812,2.18123,0,
9.4,11.5219,2.12189,0,
8.3,11.4721,3.17215,0,
8.9,11.4234,2.52339,0,
8.9,11.3596,2.45962,0,
8.9,11.2998,2.39977,0,
7.8,11.2496,3.44964,0,
8.3,11.2076,2.90757,0,
9,11.1625,2.16248,0,
8.9,11.118,2.21798,0,
10.6,11.0748,0.474762,1,
12.2,11.0356,1.16444,0,
12.2,11.0132,1.18677,0,
13.3,11.0083,2.29173,0,
13.3,11.0141,2.28594,0,
15,11.0356,3.96439,0,
16.7,11.0671,5.63287,0,
17.8,11.1096,6.69038,0,
18.3,11.1719,7.12807,0,
18.3,11.2576,7.04238,0,
15,11.3658,3.63415,0,
15,11.4832,3.51681,0,
13.3,11.5869,1.71308,0,
13.3,11.6831,1.61688,0,
13.3,11.7694,1.53061,0,
12.2,11.848,0.352015,1,
12.2,11.9208,0.279211,1,
11.7,11.9799,0.279913,1,
11.7,12.0401,0.340054,1,
10.6,12.1014,1.50139,0,
11.1,12.1678,1.06783,0,
10.6,12.2321,1.63214,0,
11.7,12.2948,0.594848,1,
11.7,12.3529,0.652945,1,
12.2,12.4253,0.225331,1,
12.2,12.5059,0.305949,1,
11.1,12.5937,1.49373,0,
11.7,12.6878,0.987848,0,
12.8,12.7848,0.0152187,1,
14.4,12.8848,1.51523,0,
14.4,12.99,1.41002,0,
17.8,13.1108,4.68917,0,
17.2,13.2304,3.96964,0,
16.1,13.3644,2.73562,0,
16.1,13.5061,2.59393,0,
17.8,13.6394,4.16063,0,
16.1,13.7659,2.33415,0,
16.1,13.8872,2.21277,0,
15,13.9818,1.0182,1,
15,14.0475,0.952549,1,
13.9,14.072,0.171972,1,
13.3,14.0637,0.763718,1,
13.3,14.0509,0.750923,1,
12.8,14.0344,1.23441,0,
12.8,14.0261,1.22607,0,
13.3,14.0157,0.715669,1,
12.2,14.0036,1.80362,0,
12.2,14.0084,1.80838,0,
12.2,14.0135,1.81352,0,
11.1,14.0186,2.91857,0,
11.1,14.0232,2.92316,0,
11.1,14.0294,2.92935,0,
10.6,14.0335,3.43346,0,
10,14.0393,4.03928,0,
10,14.0314,4.03145,0,
10.6,14.008,3.40804,0,
10.6,13.9717,3.37169,0,
10.6,13.9287,3.32872,0,
10.6,13.8901,3.29007,0,
11.1,13.8508,2.75079,0,
12.2,13.8036,1.60356,0,
13.3,13.7424,0.442435,1,
13.9,13.6782,0.221835,1,
14.4,13.599,0.801036,1,
15,13.5116,1.4884,0,
15,13.4248,1.57516,0,
13.9,13.3488,0.551243,1,
13.3,13.2693,0.0307064,1,
12.8,13.1871,0.387053,1,
13.3,13.102,0.197953,1,
12.2,13.0292,0.829179,1,
12.2,12.9649,0.764874,1,
12.2,12.9067,0.706665,1,
11.1,12.8529,1.75288,0,
10.6,12.8023,2.20229,0,
10.6,12.7498,2.14976,0,
9.4,12.692,3.292,0,
9.4,12.6215,3.22146,0,
10,12.5449,2.54489,0,
10,12.4636,2.4636,0,
10.6,12.3831,1.78312,0,
10.6,12.3112,1.71121,0,
11.7,12.2506,0.550612,1,
11.7,12.1989,0.498923,1,
11.7,12.1704,0.470364,1,
11.7,12.164,0.463968,1,
11.7,12.1748,0.474772,1,
13.3,12.1946,1.10536,0,
13.9,12.2217,1.67831,0,
15.6,12.263,3.33704,0,
16.7,12.32,4.38004,0,
15.6,12.3986,3.20141,0,
15,12.4944,2.50555,0,
15,12.5838,2.41617,0,
14.4,12.664,1.73601,0,
15,12.7375,2.2625,0,
15.6,12.7907,2.80933,0,
15,12.8326,2.16735,0,
15,12.8829,2.11708,0,
13.9,12.9356,0.964437,1,
13.9,12.9906,0.909352,1,
13.9,13.0321,0.867916,1,
13.3,13.0639,0.236123,1,
13.9,13.089,0.81102,1,
17.2,13.1096,4.09043,0,
15,13.1406,1.85938,0,
16.1,13.2161,2.88387,0,
16.1,13.3086,2.79137,0,
17.2,13.4322,3.7678,0,
17.8,13.5798,4.22023,0,
17.2,13.75,3.44995,0,
17.8,13.9426,3.85737,0,
18.3,14.1429,4.15708,0,
18.3,14.3539,3.94607,0,
18.3,14.5644,3.73564,0,
16.1,14.7747,1.32532,0,
16.1,14.9851,1.11493,1,
18.9,15.1777,3.72233,0,
20,15.3474,4.65263,0,
18.9,15.5225,3.37753,0,
18.9,15.7059,3.19411,0,
18.9,15.8733,3.02673,0,
17.8,16.0196,1.7804,0,
16.1,16.1584,0.0584469,1,
15.6,16.2872,0.687229,1,
13.9,16.3947,2.49473,0,
14.4,16.4917,2.09175,0,
