data_point,predicted,difference,hit,
358,359.474,1.47351,1,
361,362.34,1.33987,1,
364,365.432,1.43167,1,
367,368.637,1.63708,1,
370,371.616,1.6163,1,
373,374.764,1.76431,1,
376,377.857,1.8566,1,
379,380.922,1.92154,1,
382,384.04,2.04016,1,
385,387.12,2.12042,1,
388,390.212,2.21228,1,
391,393.31,2.30984,1,
394,396.398,2.39774,1,
397,399.491,2.4906,1,
400,402.583,2.58334,1,
403,405.676,2.67551,1,
406,408.768,2.7677,1,
409,411.86,2.85989,1,
412,414.952,2.95209,1,
415,418.044,3.04428,1,
418,421.136,3.13647,1,
421,424.229,3.22864,1,
424,427.321,3.32083,1,
427,430.413,3.41302,1,
430,433.505,3.50522,1,
433,436.597,3.59741,1,
436,439.69,3.68958,1,
439,442.782,3.78177,1,
442,445.874,3.87396,1,
445,448.966,3.96616,1,
448,452.058,4.05835,1,
451,455.151,4.15054,1,
454,458.243,4.24271,1,
457,461.335,4.3349,1,
460,464.427,4.42709,1,
463,467.519,4.51929,1,
466,470.611,4.61148,1,
469,473.704,4.70367,0,
472,476.796,4.79584,0,
475,477.491,2.49063,1,
478,478.154,0.153778,1,
481,482.421,1.42084,1,
484,485.49,1.4899,1,
487,487.953,0.952759,1,
490,491.627,1.62692,1,
493,494.389,1.38864,1,
496,497.458,1.45764,1,
499,500.676,1.67648,1,
502,503.591,1.59143,1,
505,506.735,1.73535,1,
508,509.803,1.80283,1,
511,512.832,1.8324,1,
514,515.937,1.93713,1,
517,518.987,1.98676,1,
520,522.054,2.05396,1,
523,525.13,2.12976,1,
526,528.19,2.18951,1,
529,531.26,2.2597,1,
532,534.327,2.32745,1,
535,537.394,2.3938,1,
538,540.461,2.46143,1,
541,543.529,2.52881,1,
544,546.596,2.59619,1,
547,549.664,2.66364,1,
550,552.731,2.73102,1,
553,555.798,2.7984,1,
556,558.866,2.86578,1,
559,561.933,2.93323,1,
562,565.001,3.00061,1,
565,568.068,3.06799,1,
568,571.135,3.13544,1,
571,574.203,3.20282,1,
574,577.27,3.2702,1,
577,580.338,3.33765,1,
580,583.405,3.40503,1,
583,586.472,3.47241,1,
586,589.54,3.53979,1,
589,592.607,3.60724,1,
592,595.675,3.67462,1,
595,598.742,3.742,1,
598,601.809,3.80945,1,
601,604.877,3.87683,1,
604,607.944,3.94421,1,
607,611.012,4.01166,1,
610,614.079,4.07904,1,
613,617.146,4.14642,1,
616,620.214,4.21387,1,
619,623.281,4.28125,1,
622,626.349,4.34863,1,
625,629.416,4.41602,1,
628,632.483,4.48346,1,
631,635.551,4.55084,1,
634,638.618,4.61823,1,
637,641.686,4.68567,1,
640,644.753,4.75305,1,
643,647.82,4.82043,1,
646,650.888,4.88788,1,
649,653.955,4.95526,1,
652,657.023,5.02264,1,
655,660.09,5.09009,1,
658,663.157,5.15747,1,
661,666.225,5.22485,1,
664,669.292,5.29224,1,
667,672.36,5.35968,1,
670,675.427,5.42706,1,
673,678.494,5.49445,1,
676,681.562,5.56189,1,
679,684.629,5.62927,1,
682,687.697,5.69666,1,
685,690.764,5.7641,1,
688,693.831,5.83148,1,
691,696.899,5.89886,1,
694,699.966,5.96625,1,
697,703.034,6.03369,1,
700,706.101,6.10107,1,
703,709.168,6.16846,1,
706,712.236,6.2359,1,
709,715.303,6.30328,1,
712,718.371,6.37067,1,
715,721.438,6.43811,1,
718,724.505,6.50549,1,
721,727.573,6.57288,1,
724,730.64,6.64032,1,
727,733.708,6.7077,1,
730,736.775,6.77509,1,
733,739.842,6.84247,1,
736,742.91,6.90991,1,
739,745.977,6.97729,1,
742,749.045,7.04468,1,
745,752.112,7.11212,1,
748,755.18,7.1795,1,
751,758.247,7.24689,1,
754,761.314,7.31433,1,
757,764.382,7.38171,1,
760,767.449,7.4491,1,
763,770.516,7.51648,1,
766,773.584,7.58392,1,
769,776.651,7.65131,1,
772,779.719,7.71869,1,
775,782.786,7.78613,0,
778,785.854,7.85352,0,
781,784.982,3.9823,1,
784,784.092,0.0924072,1,
787,789.106,2.10565,1,
790,792.145,2.14496,1,
793,794.203,1.20294,1,
796,798.236,2.2359,1,
799,800.78,1.77972,1,
802,803.826,1.82623,1,
805,807.116,2.11554,1,
808,809.91,1.90967,1,
811,813.078,2.07819,1,
814,816.12,2.12024,1,
817,819.101,2.10138,1,
820,822.206,2.2063,1,
823,825.218,2.21838,1,
826,828.261,2.26123,1,
829,831.319,2.31921,1,
832,834.347,2.34741,1,
835,837.397,2.39709,1,
838,840.44,2.44019,1,
841,843.48,2.47992,1,
844,846.526,2.52551,1,
847,849.568,2.56769,1,
850,852.61,2.61041,1,
853,855.653,2.65344,1,
856,858.696,2.69635,1,
859,861.739,2.7392,1,
862,864.782,2.7821,1,
865,867.825,2.82501,1,
868,870.868,2.86792,1,
871,873.911,2.91083,1,
874,876.954,2.95374,1,
877,879.997,2.99664,1,
880,883.039,3.03949,1,
883,886.082,3.0824,1,
886,889.125,3.12531,1,
889,892.168,3.16821,1,
892,895.211,3.21112,1,
895,898.254,3.25403,1,
898,901.297,3.29694,1,
901,904.34,3.33984,1,
904,907.383,3.38269,1,
907,910.426,3.4256,1,
910,913.469,3.46851,1,
913,916.511,3.51141,1,
916,919.554,3.55432,1,
919,922.597,3.59723,1,
922,925.64,3.64014,1,
925,928.683,3.68298,1,
928,931.726,3.72589,1,
931,934.769,3.7688,1,
934,937.812,3.81171,1,
937,940.855,3.85461,1,
940,943.898,3.89752,1,
943,946.94,3.94043,1,
946,949.983,3.98334,1,
949,953.026,4.02618,1,
952,956.069,4.06909,1,
955,959.112,4.112,1,
958,962.155,4.15491,1,
961,965.198,4.19781,1,
964,968.241,4.24072,1,
967,971.284,4.28363,1,
970,974.327,4.32654,1,
973,977.369,4.36938,1,
976,980.412,4.41229,1,
979,983.455,4.4552,1,
982,986.498,4.49811,1,
985,989.541,4.54102,1,
988,992.584,4.58392,1,
991,995.627,4.62683,1,
994,998.67,4.66968,1,
997,1001.71,4.71259,1,
1000,1004.76,4.75549,1,
1003,1007.8,4.7984,1,
1006,1010.84,4.84131,1,
1009,1013.88,4.88422,1,
1012,1016.93,4.92712,1,
1015,1019.97,4.97003,1,
1018,1023.01,5.01288,1,
1021,1026.06,5.05579,1,
1024,1029.1,5.09875,1,
1027,1032.14,5.1416,1,
1030,1035.18,5.18445,1,
1033,1038.23,5.22742,1,
1036,1041.27,5.27026,1,
1039,1044.31,5.31323,1,
1042,1047.36,5.35608,1,
1045,1050.4,5.39905,1,
1048,1053.44,5.44189,1,
1051,1056.48,5.48474,1,
1054,1059.53,5.52771,1,
1057,1062.57,5.57056,1,
1060,1065.61,5.61353,1,
1063,1068.66,5.65637,1,
1066,1071.7,5.69934,1,
1069,1074.74,5.74219,1,
1072,1077.79,5.78503,1,
1075,1080.83,5.828,1,
1078,1083.87,5.87085,1,
1081,1086.91,5.91382,1,
1084,1089.96,5.95667,1,
1087,1093,5.99963,1,
1090,1096.04,6.04248,1,
1093,1099.09,6.08545,1,
1096,1102.13,6.1283,1,
1099,1105.17,6.17114,1,
1102,1108.21,6.21411,1,
1105,1111.26,6.25696,1,
1108,1114.3,6.29993,1,
1111,1117.34,6.34277,1,
1114,1120.39,6.38574,1,
1117,1123.43,6.42859,1,
1120,1126.47,6.47144,1,
1123,1129.51,6.5144,1,
1126,1132.56,6.55725,1,
1129,1135.6,6.60022,1,
1132,1138.64,6.64307,1,
1135,1141.69,6.68604,1,
1138,1144.73,6.72888,1,
1141,1147.77,6.77173,1,
1144,1150.81,6.8147,1,
1147,1153.86,6.85754,1,
1150,1156.9,6.90051,1,
1153,1159.94,6.94336,1,
1156,1162.99,6.98633,1,
1159,1166.03,7.02917,1,
1162,1169.07,7.07202,1,
1165,1172.11,7.11499,1,
1168,1175.16,7.15784,1,
1171,1178.2,7.20081,1,
1174,1181.24,7.24365,1,
1177,1184.29,7.28662,1,
1180,1187.33,7.32947,1,
1183,1190.37,7.37244,1,
1186,1193.42,7.41528,1,
1189,1196.46,7.45813,1,
1192,1199.5,7.5011,1,
1195,1202.54,7.54395,1,
1198,1205.59,7.58691,1,
1201,1208.63,7.62976,1,
1204,1211.67,7.67273,1,
1207,1214.72,7.71558,1,
1210,1217.76,7.75842,1,
1213,1220.8,7.80139,1,
1216,1223.84,7.84424,1,
1219,1226.89,7.88721,1,
1222,1229.93,7.93005,1,
1225,1232.97,7.97302,1,
1228,1236.02,8.01587,1,
1231,1239.06,8.05872,1,
1234,1242.1,8.10168,1,
1237,1245.14,8.14453,1,
1240,1248.19,8.1875,1,
1243,1251.23,8.23035,1,
1246,1254.27,8.27332,1,
1249,1257.32,8.31616,1,
1252,1260.36,8.35913,1,
1255,1263.4,8.40198,1,
1258,1266.44,8.44482,1,
1261,1269.49,8.48779,1,
1264,1272.53,8.53064,1,
1267,1275.57,8.57361,1,
1270,1278.62,8.61646,1,
1273,1281.66,8.65942,1,
1276,1284.7,8.70227,1,
1279,1287.75,8.74512,1,
1282,1290.79,8.78809,1,
1285,1293.83,8.83093,1,
1288,1296.87,8.8739,1,
1291,1299.92,8.91675,1,
1294,1302.96,8.95972,1,
1297,1306,9.00256,1,
1300,1309.05,9.04541,1,
1303,1312.09,9.08838,1,
1306,1315.13,9.13123,1,
1309,1318.17,9.17419,1,
1312,1321.22,9.21704,1,
1315,1324.26,9.26001,1,
1318,1327.3,9.30286,1,
1321,1330.35,9.3457,1,
1324,1333.39,9.38867,1,
1327,1336.43,9.43152,1,
1330,1339.47,9.47449,1,
1333,1342.52,9.51733,1,
1336,1345.56,9.5603,1,
1339,1348.6,9.60315,1,
1342,1351.65,9.64612,1,
1345,1354.69,9.68896,1,
1348,1357.73,9.73181,1,
1351,1360.77,9.77478,1,
1354,1363.82,9.81763,1,
1357,1366.86,9.8606,1,
1360,1369.9,9.90344,1,
1363,1372.95,9.94641,1,
1366,1375.99,9.98926,1,
1369,1379.03,10.0321,1,
1372,1382.08,10.0751,1,
1375,1385.12,10.1179,1,
1378,1388.16,10.1609,1,
1381,1391.2,10.2037,1,
1384,1394.25,10.2467,1,
1387,1397.29,10.2896,1,
1390,1400.33,10.3324,1,
1393,1403.38,10.3754,1,
1396,1406.42,10.4182,1,
1399,1409.46,10.4612,1,
1402,1412.5,10.504,1,
1405,1415.55,10.547,1,
1408,1418.59,10.5898,1,
1411,1421.63,10.6327,1,
1414,1424.68,10.6757,1,
1417,1427.72,10.7185,1,
1420,1430.76,10.7615,1,
1423,1433.8,10.8043,1,
1426,1436.85,10.8473,1,
1429,1439.89,10.8901,1,
1432,1442.93,10.9331,1,
1435,1445.98,10.976,1,
1438,1449.02,11.0188,1,
1441,1452.06,11.0618,1,
1444,1455.1,11.1046,1,
1447,1458.15,11.1476,1,
1450,1461.19,11.1904,1,
1453,1464.23,11.2334,1,
1456,1467.28,11.2762,1,
1459,1470.32,11.3191,1,
1462,1473.36,11.3621,1,
1465,1476.4,11.4049,1,
1468,1479.45,11.4479,1,
1471,1482.49,11.4907,1,
1474,1485.53,11.5337,1,
1477,1488.58,11.5765,1,
1480,1491.62,11.6194,1,
1483,1494.66,11.6624,1,
1486,1497.71,11.7052,1,
1489,1500.75,11.7482,1,
1492,1503.79,11.791,1,
1495,1506.83,11.834,1,
1498,1509.88,11.8768,1,
1501,1512.92,11.9197,1,
1504,1515.96,11.9626,1,
1507,1519.01,12.0055,1,
1510,1522.05,12.0485,1,
1513,1525.09,12.0913,1,
1516,1528.13,12.1343,1,
1519,1531.18,12.1771,1,
1522,1534.22,12.2201,1,
1525,1537.26,12.2629,1,
1528,1540.31,12.3058,1,
1531,1543.35,12.3488,1,
1534,1546.39,12.3916,1,
1537,1549.43,12.4346,1,
1540,1552.48,12.4774,1,
1543,1555.52,12.5204,1,
1546,1558.56,12.5632,1,
1549,1561.61,12.6061,1,
1552,1564.65,12.649,1,
1555,1567.69,12.6919,1,
1558,1570.73,12.7349,1,
1561,1573.78,12.7777,1,
1564,1576.82,12.8207,1,
1567,1579.86,12.8635,1,
1570,1582.91,12.9064,1,
1573,1585.95,12.9493,1,
1576,1588.99,12.9922,1,
1579,1592.04,13.0352,1,
1582,1595.08,13.078,1,
1585,1598.12,13.121,1,
1588,1601.16,13.1638,1,
1591,1604.21,13.2068,1,
1594,1607.25,13.2496,1,
1597,1610.29,13.2925,1,
1600,1613.34,13.3354,1,
1603,1616.38,13.3783,1,
1606,1619.42,13.4213,1,
1609,1622.46,13.4641,1,
1612,1625.51,13.5071,1,
1615,1628.55,13.5499,1,
1618,1631.59,13.5928,1,
1621,1634.64,13.6357,1,
1624,1637.68,13.6786,1,
1627,1640.72,13.7216,1,
1630,1643.76,13.7644,1,
1633,1646.81,13.8074,1,
1636,1649.85,13.8502,1,
1639,1652.89,13.8931,1,
1642,1655.94,13.936,1,
1645,1658.98,13.9789,1,
1648,1662.02,14.0219,1,
1651,1665.06,14.0647,1,
1654,1668.11,14.1077,1,
1657,1671.15,14.1505,1,
1660,1674.19,14.1934,1,
1663,1677.24,14.2363,1,
1666,1680.28,14.2792,1,
1669,1683.32,14.3221,1,
1672,1686.36,14.365,1,
1675,1689.41,14.408,1,
1678,1692.45,14.4508,1,
1681,1695.49,14.4938,1,
1684,1698.54,14.5366,1,
1687,1701.58,14.5795,1,
1690,1704.62,14.6224,1,
1693,1707.67,14.6653,1,
1696,1710.71,14.7083,1,
1699,1713.75,14.7511,1,
1702,1716.79,14.7941,1,
1705,1719.84,14.8369,1,
1708,1722.88,14.8798,1,
1711,1725.92,14.9227,1,
1714,1728.97,14.9656,1,
1717,1732.01,15.0085,1,
1720,1735.05,15.0514,1,
1723,1738.09,15.0944,1,
1726,1741.14,15.1372,1,
1729,1744.18,15.1801,1,
1732,1747.22,15.223,1,
1735,1750.27,15.2659,1,
1738,1753.31,15.3088,1,
1741,1756.35,15.3517,1,
1744,1759.39,15.3947,1,
1747,1762.44,15.4375,1,
1750,1765.48,15.4803,1,
1753,1768.52,15.5233,1,
1756,1771.57,15.5662,1,
1759,1774.61,15.6091,1,
1762,1777.65,15.652,1,
1765,1780.69,15.6949,1,
1768,1783.74,15.7378,1,
1771,1786.78,15.7808,1,
1774,1789.82,15.8236,1,
1777,1792.87,15.8665,1,
1780,1795.91,15.9094,1,
1783,1798.95,15.9523,1,
1786,1802,15.9952,1,
1789,1805.04,16.0381,1,
1792,1808.08,16.0811,1,
1795,1811.12,16.1239,1,
1798,1814.17,16.1667,1,
1801,1817.21,16.2097,1,
1804,1820.25,16.2526,1,
1807,1823.3,16.2955,1,
1810,1826.34,16.3384,1,
1813,1829.38,16.3813,1,
1816,1832.42,16.4242,1,
1819,1835.47,16.467,1,
1822,1838.51,16.51,1,
1825,1841.55,16.5529,1,
1828,1844.6,16.5958,1,
1831,1847.64,16.6387,1,
1834,1850.68,16.6816,1,
1837,1853.72,16.7245,1,
1840,1856.77,16.7673,1,
1843,1859.81,16.8103,1,
1846,1862.85,16.8531,1,
1849,1865.9,16.8961,1,
1852,1868.94,16.939,1,
1855,1871.98,16.9819,1,
1858,1875.02,17.0248,1,
1861,1878.07,17.0677,1,
1864,1881.11,17.1106,1,
1867,1884.15,17.1534,1,
1870,1887.2,17.1964,1,
1873,1890.24,17.2393,1,
1876,1893.28,17.2822,1,
1879,1896.33,17.3251,1,
1882,1899.37,17.368,1,
1885,1902.41,17.4109,1,
1888,1905.45,17.4537,1,
1891,1908.5,17.4967,1,
1894,1911.54,17.5396,1,
1897,1914.58,17.5825,1,
1900,1917.63,17.6254,1,
1903,1920.67,17.6683,1,
1906,1923.71,17.7112,1,
1909,1926.75,17.754,1,
1912,1929.8,17.797,1,
1915,1932.84,17.8398,1,
1918,1935.88,17.8828,1,
1921,1938.93,17.9257,1,
1924,1941.97,17.9686,1,
1927,1945.01,18.0115,1,
1930,1948.05,18.0544,1,
1933,1951.1,18.0973,1,
1936,1954.14,18.1401,1,
1939,1957.18,18.1831,1,
1942,1960.23,18.226,1,
1945,1963.27,18.2689,1,
1948,1966.31,18.3118,1,
1951,1969.35,18.3547,1,
1954,1972.4,18.3976,1,
1957,1975.44,18.4404,1,
1960,1978.48,18.4834,1,
1963,1981.53,18.5262,1,
1966,1984.57,18.5692,1,
1969,1987.61,18.6121,1,
1972,1990.66,18.655,1,
1975,1993.7,18.6979,1,
1978,1996.74,18.7407,1,
1981,1999.78,18.7837,1,
1984,2002.83,18.8265,1,
1987,2005.87,18.8695,1,
1990,2008.91,18.9124,1,
1993,2011.96,18.9553,1,
1996,2015,18.9982,1,
1999,2018.04,19.041,1,
2002,2021.08,19.084,1,
2005,2024.13,19.1268,1,
2008,2027.17,19.1698,1,
2011,2030.21,19.2126,1,
2014,2033.26,19.2556,1,
2017,2036.3,19.2985,1,
2020,2039.34,19.3414,1,
2023,2042.38,19.3843,1,
2026,2045.43,19.4271,1,
2029,2048.47,19.47,1,
2032,2051.51,19.5129,1,
2035,2054.56,19.5559,1,
2038,2057.6,19.5989,1,
2041,2060.64,19.6416,1,
2044,2063.68,19.6846,1,
2047,2066.73,19.7275,1,
2050,2069.77,19.7703,1,
2053,2072.81,19.8132,1,
2056,2075.86,19.8562,1,
2059,2078.9,19.8992,1,
2062,2081.94,19.9419,1,
2065,2084.98,19.9849,1,
2068,2088.03,20.0278,1,
2071,2091.07,20.0706,1,
2074,2094.11,20.1135,1,
2077,2097.16,20.1565,1,
2080,2100.2,20.1995,1,
2083,2103.24,20.2422,1,
2086,2106.29,20.2852,1,
2089,2109.33,20.3281,1,
2092,2112.37,20.3708,1,
2095,2115.41,20.4138,1,
2098,2118.46,20.4568,1,
2101,2121.5,20.4998,1,
2104,2124.54,20.5425,1,
2107,2127.59,20.5854,1,
2110,2130.63,20.6284,1,
2113,2133.67,20.6711,1,
2116,2136.71,20.7141,1,
2119,2139.76,20.7571,1,
2122,2142.8,20.8,1,
2125,2145.84,20.8428,1,
2128,2148.89,20.8857,1,
2131,2151.93,20.9287,1,
2134,2154.97,20.9714,1,
2137,2158.01,21.0144,1,
2140,2161.06,21.0574,1,
2143,2164.1,21.1003,1,
2146,2167.14,21.1431,1,
2149,2170.19,21.186,1,
2152,2173.23,21.229,1,
2155,2176.27,21.272,1,
2158,2179.31,21.3147,1,
2161,2182.36,21.3577,1,
2164,2185.4,21.4006,1,
2167,2188.44,21.4434,1,
2170,2191.49,21.4863,1,
2173,2194.53,21.5293,1,
2176,2197.57,21.5723,1,
2179,2200.61,21.615,1,
2182,2203.66,21.658,1,
2185,2206.7,21.7009,1,
2188,2209.74,21.7437,1,
2191,2212.79,21.7866,1,
2194,2215.83,21.8296,1,
2197,2218.87,21.8726,1,
2200,2221.92,21.9153,1,
2203,2224.96,21.9583,1,
2206,2228,22.0012,1,
2209,2231.04,22.0439,1,
2212,2234.09,22.0869,1,
2215,2237.13,22.1299,1,
2218,2240.17,22.1729,1,
2221,2243.22,22.2156,0,
2224,2246.26,22.2585,0,
2227,2238.15,11.1484,1,
2230,2230.03,0.0319824,1,
2233,2238.63,5.62866,1,
2236,2241.64,5.63721,1,
2239,2241.87,2.87354,1,
2242,2247.68,5.68359,1,
2245,2249.3,4.30054,1,
2248,2252.33,4.32544,1,
2251,2256.04,5.03979,1,
2254,2258.36,4.35913,1,
2257,2261.73,4.72974,1,
2260,2264.75,4.74658,1,
2263,2267.59,4.59131,1,
2266,2270.79,4.78516,1,
2269,2273.72,4.71582,1,
2272,2276.74,4.73511,1,
2275,2279.8,4.79736,1,
2278,2282.77,4.77222,1,
2281,2285.81,4.81299,1,
2284,2288.83,4.83179,1,
2287,2291.84,4.8396,1,
2290,2294.87,4.86914,1,
2293,2297.88,4.88281,1,
2296,2300.9,4.90137,1,
2299,2303.92,4.92285,1,
2302,2306.94,4.93896,1,
2305,2309.96,4.95898,1,
2308,2312.98,4.97778,1,
2311,2316,4.99609,1,
2314,2319.02,5.01514,1,
2317,2322.03,5.03394,1,
2320,2325.05,5.05273,1,
2323,2328.07,5.07129,1,
2326,2331.09,5.09009,1,
2329,2334.11,5.10889,1,
2332,2337.13,5.12769,1,
2335,2340.15,5.14648,1,
2338,2343.17,5.16528,1,
2341,2346.18,5.18408,1,
2344,2349.2,5.20288,1,
2347,2352.22,5.22168,1,
2350,2355.24,5.24023,1,
2353,2358.26,5.25903,1,
2356,2361.28,5.27783,1,
2359,2364.3,5.29663,1,
2362,2367.32,5.31543,1,
2365,2370.33,5.33423,1,
2368,2373.35,5.35303,1,
2371,2376.37,5.37183,1,
2374,2379.39,5.39062,1,
2377,2382.41,5.40918,1,
2380,2385.43,5.42798,1,
2383,2388.45,5.44678,1,
2386,2391.47,5.46558,1,
2389,2394.48,5.48438,1,
2392,2397.5,5.50317,1,
2395,2400.52,5.52197,1,
2398,2403.54,5.54077,1,
2401,2406.56,5.55933,1,
2404,2409.58,5.57812,1,
2407,2412.6,5.59692,1,
2410,2415.62,5.61572,1,
2413,2418.63,5.63452,1,
2416,2421.65,5.65332,1,
2419,2424.67,5.67212,1,
2422,2427.69,5.69092,1,
2425,2430.71,5.70972,1,
2428,2433.73,5.72827,1,
2431,2436.75,5.74707,1,
2434,2439.77,5.76587,1,
2437,2442.78,5.78467,1,
2440,2445.8,5.80347,1,
2443,2448.82,5.82227,1,
2446,2451.84,5.84106,1,
2449,2454.86,5.85986,1,
2452,2457.88,5.87866,1,
2455,2460.9,5.89722,1,
2458,2463.92,5.91602,1,
2461,2466.93,5.93481,1,
2464,2469.95,5.95361,1,
2467,2472.97,5.97241,1,
2470,2475.99,5.99121,1,
2473,2479.01,6.01001,1,
2476,2482.03,6.02881,1,
2479,2485.05,6.04761,1,
2482,2488.07,6.06616,1,
2485,2491.08,6.08496,1,
2488,2494.1,6.10376,1,
2491,2497.12,6.12256,1,
2494,2500.14,6.14136,1,
2497,2503.16,6.16016,1,
2500,2506.18,6.17896,1,
2503,2509.2,6.19775,1,
2506,2512.22,6.21655,1,
2509,2515.24,6.23511,1,
2512,2518.25,6.25391,1,
2515,2521.27,6.27271,1,
2518,2524.29,6.2915,1,
2521,2527.31,6.3103,1,
2524,2530.33,6.3291,1,
2527,2533.35,6.3479,1,
2530,2536.37,6.3667,1,
2533,2539.39,6.3855,1,
2536,2542.4,6.40405,1,
2539,2545.42,6.42285,1,
2542,2548.44,6.44165,1,
2545,2551.46,6.46045,1,
2548,2554.48,6.47925,1,
2551,2557.5,6.49805,1,
2554,2560.52,6.51685,1,
2557,2563.54,6.53564,1,
2560,2566.55,6.55444,1,
2563,2569.57,6.573,1,
2566,2572.59,6.5918,1,
2569,2575.61,6.6106,1,
2572,2578.63,6.62939,1,
2575,2581.65,6.64819,1,
2578,2584.67,6.66699,1,
2581,2587.69,6.68579,1,
2584,2590.7,6.70459,1,
2587,2593.72,6.72339,1,
2590,2596.74,6.74194,1,
2593,2599.76,6.76074,1,
2596,2602.78,6.77954,1,
2599,2605.8,6.79834,1,
2602,2608.82,6.81714,1,
2605,2611.84,6.83594,1,
2608,2614.85,6.85474,1,
2611,2617.87,6.87354,1,
2614,2620.89,6.89233,1,
2617,2623.91,6.91089,1,
2620,2626.93,6.92969,1,
2623,2629.95,6.94849,1,
2626,2632.97,6.96729,1,
2629,2635.99,6.98608,1,
2632,2639,7.00488,1,
2635,2642.02,7.02368,1,
2638,2645.04,7.04248,1,
2641,2648.06,7.06128,1,
2644,2651.08,7.07983,1,
2647,2654.1,7.09863,1,
2650,2657.12,7.11743,1,
2653,2660.14,7.13623,1,
2656,2663.16,7.15503,1,
2659,2666.17,7.17383,1,
2662,2669.19,7.19263,1,
2665,2672.21,7.21143,1,
2668,2675.23,7.22998,1,
2671,2678.25,7.24878,1,
2674,2681.27,7.26758,1,
2677,2684.29,7.28638,1,
2680,2687.31,7.30518,1,
2683,2690.32,7.32397,1,
2686,2693.34,7.34277,1,
2689,2696.36,7.36157,1,
2692,2699.38,7.38037,1,
2695,2702.4,7.39893,1,
2698,2705.42,7.41772,1,
2701,2708.44,7.43652,1,
2704,2711.46,7.45532,1,
2707,2714.47,7.47412,1,
2710,2717.49,7.49292,1,
2713,2720.51,7.51172,1,
2716,2723.53,7.53052,1,
2719,2726.55,7.54932,1,
2722,2729.57,7.56787,1,
2725,2732.59,7.58667,1,
2728,2735.61,7.60547,1,
2731,2738.62,7.62427,1,
2734,2741.64,7.64307,1,
2737,2744.66,7.66187,1,
2740,2747.68,7.68066,1,
2743,2750.7,7.69946,1,
2746,2753.72,7.71826,1,
2749,2756.74,7.73682,1,
2752,2759.76,7.75562,1,
2755,2762.77,7.77441,1,
